"","species_name"
"467","Myrcianthes osteomeloides (Rusby) McVaugh"
"468","Myrcianthes ferreyrae (McVaugh) McVaugh"
"469","Myrcianthes pseudomato (D.Legrand) McVaugh"
"470","Myrcianthes pungens (O.Berg) D.Legrand"
"471","Myrcianthes roncesvallensis Parra-Os. & Bohórq.-Os."
"472","Myrcianthes cisplatensis (Cambess.) O.Berg"
"473","Myrcianthes O.Berg"
"474","Myrcianthes fragrans (Sw.) McVaugh"
"475","Myrcianthes gigantea (D.Legrand) D.Legrand"
"476","Algrizea macrochlamys (DC.) Proença & Nic Lugh."
"477","Algrizea minor Sobral, Faria & Proença"
"478","Myrciaria borinquena Alain"
"479","Myrciaria floribunda (West ex Willd.) O.Berg"
"480","Plinia bissei Z.Acosta & Urquiola"
"481","Plinia dermatodes Urb."
"482","Plinia stenophylla Urb."
"483","Myrciaria cuspidata O.Berg"
"484","Myrciaria floribunda (West ex Willd.) O.Berg"
"485","Myrciaria O.Berg"
"486","Myrciaria floribunda (West ex Willd.) O.Berg"
"487","Myrciaria glomerata O.Berg"
"488","Myrciaria tenella (DC.) O.Berg"
"489","Myrciaria vexator McVaugh"
"490","Myrciaria glazioviana (Kiaersk.) G.M.Barroso ex Sobral"
"491","Plinia cordifolia (D.Legrand) Sobral"
"492","Siphoneugena O.Berg"
"493","Siphoneugena densiflora O.Berg"
"494","Siphoneugena guilfoyleiana Proença"
"495","Siphoneugena reitzii D.Legrand"
"496","Siphoneugena densiflora O.Berg"
"497","Siphoneugena dussii (Krug & Urb.) Proença"
"498","Siphoneugena O.Berg"
"499","Plinia Stål, 1866"
"500","Plinia espinhacensis Sobral"
"501","Plinia silvestris (Vell.) Mazine & Sobral"
"502","Plinia clausa McVaugh"
"503","Plinia longiacuminata Sobral"
"504","Plinia edulis (Vell.) Sobral"
"505","Plinia nana Sobral"
"506","Plinia peruviana (Poir.) Govaerts"
"507","Plinia trunciflora (O.Berg) Kausel"
"508","Plinia peruviana (Poir.) Govaerts"
"509","Plinia phitrantha (Kiaersk.) Sobral"
"510","Myrcia abbottiana (Urb.) Alain"
"511","Myrcia apodocarpa Urb."
"512","Myrcia retivenia (Wright) Urb."
"513","Myrcia maricaensis Alain"
"514","Myrcia DC. ex Guill."
"515","Myrcia caudata (Gardner) A.R.Lourenço & E.Lucas"
"516","Myrcia mcvaughii (B.Holst) E.Lucas & C.E.Wilson"
"517","Myrcia DC. ex Guill."
"518","Myrcia florifera (Mc Vaugh) Gaem & E.Lucas"
"519","Myrcia DC. ex Guill."
"520","Myrcia rupta M.L.Kawas. & B.Holst"
"521","Myrcia saxatilis (Amshoff) McVaugh"
"522","Myrcia umbraticola (Kunth) E.Lucas & C.E.Wilson"
"523","Myrcia DC. ex Guill."
"524","Myrcia minutiflora Sagot"
"525","Myrcia blanchetiana (O.Berg) Mattos"
"526","Myrcia sessilissima M.F.Santos"
"527","Myrcia blanchetiana (O.Berg) Mattos"
"528","Myrcia DC. ex Guill."
"529","Myrcia coelosepala Kiaersk."
"530","Myrcia littoralis DC."
"531","Myrcia platyclada DC."
"532","Myrcia DC. ex Guill."
"533","Myrcia lundiana Kiaersk."
"534","Myrcia DC. ex Guill."
"535","Myrcia decorticans DC."
"536","Myrcia polyantha DC."
"537","Myrcia ramuliflora (O.Berg) N.Silveira"
"538","Myrcia tetraloba D.F.Lima & E.Lucas"
"539","Myrcia dictyophylla (O.Berg) Mattos & D.Legrand"
"540","Myrcia myrtillifolia DC."
"541","Myrcia multiflora (Lam.) DC."
"542","Myrcia myrtillifolia DC."
"543","Myrcia multiflora (Lam.) DC."
"544","Myrcia pinifolia Cambess."
"545","Myrcia myrtillifolia DC."
"546","Myrcia multiflora (Lam.) DC."
"547","Myrcia hirtiflora DC."
"548","Myrcia littoralis DC."
"549","Myrcia micropetala (Mart.) Nied."
"550","Myrcia raminfinita L.Marinho & E.Lucas"
"551","Myrcia spathulifolia Proença"
"552","Myrcia ramiflora Sobral, Rigueira & E.Lucas"
"553","Myrcia racemosa (O.Berg) Kiaersk."
"554","Myrcia egensis (O.Berg) McVaugh"
"555","Myrcia inaequiloba (DC.) Lemée"
